YEAR,FIPSSTCO,COUNTYNAME,ATTRIBUTES,MEASURE,VALUE
YR_2013,06031,Kings,Age group=65-84,Rate of discharges per 100000 population,27908.9907100000
YR_2013,06031,Kings,Age group=65-84,Mean length of stay days,5.5543018336
YR_2013,06031,Kings,Age group=65-84,Aggregate number of days in the hospital,19690.0000000000
YR_2013,06031,Kings,Age group=65-84,Number of inpatient days per 100000 population,155014.9582700000
YR_2013,06031,Kings,Age group=65-84,Mean cost per stay $,15367.3963840000
YR_2013,06031,Kings,Age group=65-84,Aggregate costs for all hospital stays $,54477420.1829999980
YR_2013,06031,Kings,Age group=65-84,Costs for inpatient stays per capita $,4288.8852293000
YR_2013,06031,Kings,Age group=Missing,Total number of discharges,*
YR_2013,06031,Kings,Age group=Missing,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Age group=Missing,Mean length of stay days,*
YR_2013,06031,Kings,Age group=Missing,Aggregate number of days in the hospital,*
YR_2013,06031,Kings,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Age group=Missing,Mean cost per stay $,*
YR_2013,06031,Kings,Age group=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06031,Kings,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Sex=Male,Total number of discharges,5891.0000000000
YR_2013,06031,Kings,Sex=Male,Rate of discharges per 100000 population,6816.4724668000
YR_2013,06031,Kings,Sex=Male,Mean length of stay days,5.0910503055
YR_2013,06031,Kings,Sex=Male,Aggregate number of days in the hospital,29991.3773500000
YR_2013,06031,Kings,Sex=Male,Number of inpatient days per 100000 population,34703.0042350000
YR_2013,06031,Kings,Sex=Male,Mean cost per stay $,14792.6715260000
YR_2013,06031,Kings,Sex=Male,Aggregate costs for all hospital stays $,87143627.9619999970
YR_2013,06031,Kings,Sex=Male,Costs for inpatient stays per capita $,1008.3383817000
YR_2013,06031,Kings,Sex=Female,Total number of discharges,7998.0000000000
YR_2013,06031,Kings,Sex=Female,Rate of discharges per 100000 population,11983.9973630000
YR_2013,06031,Kings,Sex=Female,Mean length of stay days,3.8458364591
YR_2013,06031,Kings,Sex=Female,Aggregate number of days in the hospital,30759.0000000000
YR_2013,06031,Kings,Sex=Female,Number of inpatient days per 100000 population,46088.4939840000
YR_2013,06031,Kings,Sex=Female,Mean cost per stay $,10918.2661480000
YR_2013,06031,Kings,Sex=Female,Aggregate costs for all hospital stays $,87324292.6509999930
YR_2013,06031,Kings,Sex=Female,Costs for inpatient stays per capita $,1308.4447272000
YR_2013,06031,Kings,Sex=Missing,Total number of discharges,*
YR_2013,06031,Kings,Sex=Missing,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Sex=Missing,Mean length of stay days,*
YR_2013,06031,Kings,Sex=Missing,Aggregate number of days in the hospital,*
YR_2013,06031,Kings,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Sex=Missing,Mean cost per stay $,*
YR_2013,06031,Kings,Sex=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06031,Kings,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Payer=Medicare,Total number of discharges,3876.0000000000
YR_2013,06031,Kings,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Payer=Medicare,Mean length of stay days,5.4994840041
YR_2013,06031,Kings,Payer=Medicare,Aggregate number of days in the hospital,21316.0000000000
YR_2013,06031,Kings,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Payer=Medicare,Mean cost per stay $,15071.8310170000
YR_2013,06031,Kings,Payer=Medicare,Aggregate costs for all hospital stays $,58418417.0220000000
YR_2013,06031,Kings,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Payer=Medicaid,Total number of discharges,4413.0000000000
YR_2013,06031,Kings,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Payer=Medicaid,Mean length of stay days,3.8518870043
YR_2013,06031,Kings,Payer=Medicaid,Aggregate number of days in the hospital,16998.3773500000
YR_2013,06031,Kings,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Payer=Medicaid,Mean cost per stay $,10473.2794530000
YR_2013,06031,Kings,Payer=Medicaid,Aggregate costs for all hospital stays $,46218582.2250000010
YR_2013,06031,Kings,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Payer=Private insurance,Total number of discharges,3681.0000000000
YR_2013,06031,Kings,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Payer=Private insurance,Mean length of stay days,3.5175224124
YR_2013,06031,Kings,Payer=Private insurance,Aggregate number of days in the hospital,12948.0000000000
YR_2013,06031,Kings,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Payer=Private insurance,Mean cost per stay $,11604.0944320000
YR_2013,06031,Kings,Payer=Private insurance,Aggregate costs for all hospital stays $,42714671.6030000000
YR_2013,06031,Kings,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Payer=Uninsured,Total number of discharges,375.0000000000
YR_2013,06031,Kings,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Payer=Uninsured,Mean length of stay days,3.4266666667
YR_2013,06031,Kings,Payer=Uninsured,Aggregate number of days in the hospital,1285.0000000000
YR_2013,06031,Kings,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Payer=Uninsured,Mean cost per stay $,9211.4705460000
YR_2013,06031,Kings,Payer=Uninsured,Aggregate costs for all hospital stays $,3454301.4547000001
YR_2013,06031,Kings,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Payer=Other,Total number of discharges,1542.0000000000
YR_2013,06031,Kings,Payer=Other,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Payer=Other,Mean length of stay days,5.3177691310
YR_2013,06031,Kings,Payer=Other,Aggregate number of days in the hospital,8200.0000000000
YR_2013,06031,Kings,Payer=Other,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Payer=Other,Mean cost per stay $,15338.3495390000
YR_2013,06031,Kings,Payer=Other,Aggregate costs for all hospital stays $,23651734.9880000020
YR_2013,06031,Kings,Payer=Other,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Payer=Missing,Total number of discharges,*
YR_2013,06031,Kings,Payer=Missing,Rate of discharges per 100000 population,†
YR_2013,06031,Kings,Payer=Missing,Mean length of stay days,*
YR_2013,06031,Kings,Payer=Missing,Aggregate number of days in the hospital,*
YR_2013,06031,Kings,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2013,06031,Kings,Payer=Missing,Mean cost per stay $,*
YR_2013,06031,Kings,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06031,Kings,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2013,06053,Monterey,Monterey,Total number of discharges,39452.0000000000
YR_2013,06053,Monterey,Monterey,Rate of discharges per 100000 population,9457.0332070000
YR_2013,06053,Monterey,Monterey,Mean length of stay days,4.3360934326
YR_2013,06053,Monterey,Monterey,Aggregate number of days in the hospital,171067.5581000000
YR_2013,06053,Monterey,Monterey,Number of inpatient days per 100000 population,41006.5795800000
YR_2013,06053,Monterey,Monterey,Mean cost per stay $,19149.0048890000
YR_2013,06053,Monterey,Monterey,Aggregate costs for all hospital stays $,755466540.8800000000
YR_2013,06053,Monterey,Monterey,Costs for inpatient stays per capita $,1810.9277512000
YR_2013,06053,Monterey,Age group=<1,Total number of discharges,7186.0000000000
YR_2013,06053,Monterey,Age group=<1,Rate of discharges per 100000 population,109060.5554700000
YR_2013,06053,Monterey,Age group=<1,Mean length of stay days,3.1294183134
YR_2013,06053,Monterey,Age group=<1,Aggregate number of days in the hospital,22488.0000000000
YR_2013,06053,Monterey,Age group=<1,Number of inpatient days per 100000 population,341296.0995600000
YR_2013,06053,Monterey,Age group=<1,Mean cost per stay $,8357.8476367000
YR_2013,06053,Monterey,Age group=<1,Aggregate costs for all hospital stays $,60059493.1169999990
YR_2013,06053,Monterey,Age group=<1,Costs for inpatient stays per capita $,9115.1150580000
YR_2013,06053,Monterey,Age group=1-17,Total number of discharges,1812.0000000000
YR_2013,06053,Monterey,Age group=1-17,Rate of discharges per 100000 population,1743.7496391000
YR_2013,06053,Monterey,Age group=1-17,Mean length of stay days,3.7693156733
YR_2013,06053,Monterey,Age group=1-17,Aggregate number of days in the hospital,6830.0000000000
YR_2013,06053,Monterey,Age group=1-17,Number of inpatient days per 100000 population,6572.7428450000
YR_2013,06053,Monterey,Age group=1-17,Mean cost per stay $,21233.5625130000
YR_2013,06053,Monterey,Age group=1-17,Aggregate costs for all hospital stays $,38475215.2739999960
YR_2013,06053,Monterey,Age group=1-17,Costs for inpatient stays per capita $,370.2601697000
YR_2013,06053,Monterey,Age group=18-44,Total number of discharges,11717.0000000000
YR_2013,06053,Monterey,Age group=18-44,Rate of discharges per 100000 population,7228.9230959000
YR_2013,06053,Monterey,Age group=18-44,Mean length of stay days,3.3252539046
YR_2013,06053,Monterey,Age group=18-44,Aggregate number of days in the hospital,38962.0000000000
YR_2013,06053,Monterey,Age group=18-44,Number of inpatient days per 100000 population,24038.0047510000
YR_2013,06053,Monterey,Age group=18-44,Mean cost per stay $,12780.0801020000
YR_2013,06053,Monterey,Age group=18-44,Aggregate costs for all hospital stays $,149744198.5500000100
YR_2013,06053,Monterey,Age group=18-44,Costs for inpatient stays per capita $,923.8621621700
YR_2013,06053,Monterey,Age group=45-64,Total number of discharges,7630.0000000000
YR_2013,06053,Monterey,Age group=45-64,Rate of discharges per 100000 population,7865.9793814000
YR_2013,06053,Monterey,Age group=45-64,Mean length of stay days,5.3273027013
YR_2013,06053,Monterey,Age group=45-64,Aggregate number of days in the hospital,40647.3196110000
YR_2013,06053,Monterey,Age group=45-64,Number of inpatient days per 100000 population,41904.4532070000
YR_2013,06053,Monterey,Age group=45-64,Mean cost per stay $,26111.1019610000
YR_2013,06053,Monterey,Age group=45-64,Aggregate costs for all hospital stays $,199227707.9600000100
YR_2013,06053,Monterey,Age group=45-64,Costs for inpatient stays per capita $,2053.8938965000
YR_2013,06053,Monterey,Age group=65-84,Total number of discharges,11103.0000000000
YR_2013,06053,Monterey,Age group=65-84,Rate of discharges per 100000 population,23333.9638110000
YR_2013,06053,Monterey,Age group=65-84,Mean length of stay days,5.5953560741
YR_2013,06053,Monterey,Age group=65-84,Aggregate number of days in the hospital,62125.2384910000
YR_2013,06053,Monterey,Age group=65-84,Number of inpatient days per 100000 population,130561.8361400000
YR_2013,06053,Monterey,Age group=65-84,Mean cost per stay $,27726.9530600000
YR_2013,06053,Monterey,Age group=65-84,Aggregate costs for all hospital stays $,307852359.8199999900
YR_2013,06053,Monterey,Age group=65-84,Costs for inpatient stays per capita $,6469.7971927000
YR_2013,06053,Monterey,Age group=Missing,Total number of discharges,*
YR_2013,06053,Monterey,Age group=Missing,Rate of discharges per 100000 population,†
YR_2013,06053,Monterey,Age group=Missing,Mean length of stay days,*
YR_2013,06053,Monterey,Age group=Missing,Aggregate number of days in the hospital,*
YR_2013,06053,Monterey,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2013,06053,Monterey,Age group=Missing,Mean cost per stay $,*
YR_2013,06053,Monterey,Age group=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06053,Monterey,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2013,06053,Monterey,Sex=Male,Total number of discharges,16039.0000000000
YR_2013,06053,Monterey,Sex=Male,Rate of discharges per 100000 population,7488.7008815000
YR_2013,06053,Monterey,Sex=Male,Mean length of stay days,4.8703623016
YR_2013,06053,Monterey,Sex=Male,Aggregate number of days in the hospital,78115.7409550000
YR_2013,06053,Monterey,Sex=Male,Number of inpatient days per 100000 population,36472.6864610000
YR_2013,06053,Monterey,Sex=Male,Mean cost per stay $,22438.6920810000
YR_2013,06053,Monterey,Sex=Male,Aggregate costs for all hospital stays $,359894182.2799999700
YR_2013,06053,Monterey,Sex=Male,Costs for inpatient stays per capita $,1680.3665317000
YR_2013,06053,Monterey,Sex=Female,Total number of discharges,23409.0000000000
YR_2013,06053,Monterey,Sex=Female,Rate of discharges per 100000 population,11531.8111280000
YR_2013,06053,Monterey,Sex=Female,Mean length of stay days,3.9704736275
YR_2013,06053,Monterey,Sex=Female,Aggregate number of days in the hospital,92944.8171460000
YR_2013,06053,Monterey,Sex=Female,Number of inpatient days per 100000 population,45786.7519630000
YR_2013,06053,Monterey,Sex=Female,Mean cost per stay $,16898.0716960000
YR_2013,06053,Monterey,Sex=Female,Aggregate costs for all hospital stays $,395566960.3299999800
YR_2013,06053,Monterey,Sex=Female,Costs for inpatient stays per capita $,1948.6537123000
YR_2013,06053,Monterey,Sex=Missing,Total number of discharges,*
YR_2013,06053,Monterey,Sex=Missing,Rate of discharges per 100000 population,†
YR_2013,06053,Monterey,Sex=Missing,Mean length of stay days,*
YR_2013,06053,Monterey,Sex=Missing,Aggregate number of days in the hospital,*
YR_2013,06053,Monterey,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2013,06053,Monterey,Sex=Missing,Mean cost per stay $,*
YR_2013,06053,Monterey,Sex=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06053,Monterey,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2013,06053,Monterey,Payer=Medicare,Total number of discharges,12110.0000000000
YR_2013,06053,Monterey,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2013,06053,Monterey,Payer=Medicare,Mean length of stay days,5.5702725021
YR_2013,06053,Monterey,Payer=Medicare,Aggregate number of days in the hospital,67456.0000000000
YR_2013,06053,Monterey,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2013,06053,Monterey,Payer=Medicare,Mean cost per stay $,27447.7133810000
YR_2013,06053,Monterey,Payer=Medicare,Aggregate costs for all hospital stays $,332391809.0400000200
YR_2013,06053,Monterey,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2013,06053,Monterey,Payer=Medicaid,Total number of discharges,12672.0000000000
YR_2013,06053,Monterey,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2013,06053,Monterey,Payer=Medicaid,Mean length of stay days,3.5449209668
YR_2013,06053,Monterey,Payer=Medicaid,Aggregate number of days in the hospital,44921.2384910000
YR_2013,06053,Monterey,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2013,06053,Monterey,Payer=Medicaid,Mean cost per stay $,11668.0165020000
YR_2013,06053,Monterey,Payer=Medicaid,Aggregate costs for all hospital stays $,147857105.1100000100
YR_2013,06053,Monterey,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2013,06053,Monterey,Payer=Private insurance,Total number of discharges,9711.0000000000
YR_2013,06053,Monterey,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2013,06053,Monterey,Payer=Private insurance,Mean length of stay days,3.6620327464
YR_2013,06053,Monterey,Payer=Private insurance,Aggregate number of days in the hospital,35562.0000000000
YR_2013,06053,Monterey,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2013,06053,Monterey,Payer=Private insurance,Mean cost per stay $,17207.1090980000
YR_2013,06053,Monterey,Payer=Private insurance,Aggregate costs for all hospital stays $,167098236.4499999900
YR_2013,06053,Monterey,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2013,06053,Monterey,Payer=Uninsured,Total number of discharges,1583.0000000000
YR_2013,06053,Monterey,Payer=Uninsured,Rate of discharges per 100000 population,†
